Temperature (C),Humidity,rain,hour
16.688888888888886,0.65,No Rain,1
16.922222222222224,0.66,No Rain,2
16.133333333333333,0.67,Rain,3
15.577777777777776,0.7,No Rain,4
14.633333333333336,0.75,No Rain,5
15.02222222222222,0.72,Rain,6
15.044444444444444,0.72,No Rain,7
17.733333333333334,0.66,Rain,8
22.15555555555555,0.53,Rain,9
25.99444444444445,0.44,No Rain,10
28.766666666666666,0.37,No Rain,11
31.016666666666666,0.32,No Rain,12
32.016666666666666,0.28,Rain,13
31.80555555555556,0.26,Rain,14
30.95,0.29,No Rain,15
30.04444444444444,0.31,Rain,16
29.938888888888886,0.31,Rain,17
27.75555555555555,0.35,Rain,18
23.96111111111111,0.48,No Rain,19
23.89444444444445,0.48,Rain,20
21.20555555555556,0.59,No Rain,21
22.17777777777778,0.57,No Rain,22
20.90555555555555,0.6,Rain,23
20.533333333333328,0.63,Rain,0
19.633333333333336,0.67,Rain,1
21.81111111111112,0.58,Rain,2
20.98888888888889,0.63,No Rain,3
20.40555555555556,0.66,No Rain,4
19.75,0.68,Rain,5
16.944444444444443,0.65,No Rain,6
15.905555555555557,0.74,Rain,7
15.011111111111113,0.86,Rain,8
13.894444444444442,0.93,Rain,9
14.011111111111113,0.92,Rain,10
14.17222222222222,0.92,No Rain,11
15.122222222222222,0.92,Rain,12
16.261111111111113,0.86,Rain,13
17.127777777777776,0.81,Rain,14
17.344444444444445,0.8,Rain,15
17.87777777777778,0.77,No Rain,16
17.744444444444444,0.73,Rain,17
17.25,0.8,Rain,18
16.13888888888889,0.86,Rain,19
15.144444444444442,0.92,No Rain,20
15.005555555555553,0.99,No Rain,21
15.005555555555553,0.96,Rain,22
14.938888888888888,0.96,Rain,23
14.938888888888888,0.96,No Rain,0
14.405555555555557,0.96,No Rain,1
14.238888888888887,0.95,Rain,2
13.805555555555555,0.96,Rain,3
12.738888888888887,1.0,Rain,4
12.355555555555558,0.99,Rain,5
12.13888888888889,1.0,No Rain,6
12.738888888888887,1.0,Rain,7
14.872222222222224,0.99,No Rain,8
17.694444444444443,0.84,Rain,9
18.827777777777776,0.83,No Rain,10
19.90555555555555,0.78,No Rain,11
20.00555555555556,0.77,Rain,12
22.17777777777778,0.72,No Rain,13
22.46111111111112,0.71,Rain,14
23.88888888888889,0.68,Rain,15
23.916666666666668,0.68,No Rain,16
24.133333333333333,0.67,No Rain,17
22.2,0.76,No Rain,18
20.0,0.87,No Rain,19
20.20555555555556,0.86,Rain,20
19.88333333333334,0.88,Rain,21
20.34444444444445,0.82,No Rain,22
19.55,0.83,Rain,23
21.32222222222222,0.51,Rain,0
19.194444444444443,0.61,Rain,1
17.433333333333334,0.66,Rain,2
16.06111111111111,0.71,Rain,3
15.511111111111113,0.73,Rain,4
14.67777777777778,0.77,No Rain,5
14.86111111111111,0.79,Rain,6
17.505555555555553,0.67,Rain,7
21.616666666666664,0.53,No Rain,8
23.916666666666668,0.45,No Rain,9
27.2,0.34,Rain,10
28.672222222222224,0.31,Rain,11
29.994444444444444,0.29,No Rain,12
31.15555555555555,0.27,Rain,13
31.96111111111111,0.26,No Rain,14
32.24444444444445,0.26,Rain,15
32.24444444444445,0.26,Rain,16
32.12777777777777,0.24,Rain,17
31.08333333333333,0.25,No Rain,18
27.15,0.34,Rain,19
23.133333333333333,0.43,No Rain,20
22.11111111111111,0.55,No Rain,21
21.43888888888889,0.54,No Rain,22
19.7,0.6,Rain,23
20.34444444444445,0.75,No Rain,0
18.377777777777776,0.87,Rain,1
19.111111111111114,0.83,Rain,2
17.266666666666666,0.93,Rain,3
19.30555555555556,0.82,Rain,4
17.855555555555554,0.9,Rain,5
16.177777777777777,0.99,No Rain,6
17.127777777777776,0.93,Rain,7
18.666666666666664,0.9,Rain,8
18.82222222222222,0.84,No Rain,9
19.91111111111111,0.78,No Rain,10
22.15,0.72,Rain,11
22.75555555555555,0.7,Rain,12
24.88333333333334,0.62,No Rain,13
24.90555555555555,0.58,No Rain,14
25.97222222222222,0.54,No Rain,15
25.95,0.54,No Rain,16
24.92777777777778,0.57,Rain,17
22.73333333333333,0.7,No Rain,18
22.10555555555556,0.67,Rain,19
21.15555555555555,0.68,No Rain,20
19.97777777777777,0.63,No Rain,21
19.422222222222217,0.65,Rain,22
18.83888888888889,0.66,No Rain,23
19.88333333333334,0.61,Rain,0
20.85555555555556,0.52,Rain,1
19.283333333333328,0.55,Rain,2
18.272222222222226,0.57,No Rain,3
16.6,0.61,Rain,4
16.288888888888888,0.67,Rain,5
16.072222222222223,0.72,Rain,6
17.62222222222222,0.66,No Rain,7
21.666666666666668,0.47,No Rain,8
23.79444444444444,0.39,Rain,9
26.088888888888885,0.34,Rain,10
27.272222222222226,0.3,No Rain,11
28.79444444444444,0.29,No Rain,12
29.97222222222222,0.27,No Rain,13
31.00555555555556,0.23,No Rain,14
31.127777777777776,0.23,No Rain,15
31.08333333333333,0.23,No Rain,16
31.03888888888889,0.25,No Rain,17
29.97222222222222,0.29,No Rain,18
27.14444444444445,0.37,Rain,19
23.86111111111111,0.48,Rain,20
23.66111111111111,0.54,No Rain,21
23.62222222222222,0.51,Rain,22
22.27777777777777,0.54,Rain,23
18.77777777777778,0.66,No Rain,0
17.68888888888889,0.68,Rain,1
17.5,0.74,No Rain,2
19.683333333333337,0.71,No Rain,3
19.244444444444444,0.74,No Rain,4
17.755555555555556,0.81,No Rain,5
14.255555555555553,0.89,No Rain,6
17.872222222222224,0.83,No Rain,7
19.75,0.79,Rain,8
22.694444444444443,0.66,Rain,9
24.88888888888889,0.54,No Rain,10
27.522222222222226,0.46,Rain,11
29.90555555555555,0.37,No Rain,12
29.95,0.37,Rain,13
30.85555555555556,0.32,Rain,14
30.02777777777778,0.33,No Rain,15
29.95555555555556,0.34,No Rain,16
29.01111111111112,0.34,Rain,17
27.872222222222224,0.35,No Rain,18
26.18333333333333,0.39,No Rain,19
24.944444444444446,0.43,Rain,20
23.89444444444445,0.51,Rain,21
23.35555555555556,0.53,No Rain,22
23.200000000000003,0.61,No Rain,23
23.200000000000003,0.62,Rain,0
22.64444444444445,0.66,No Rain,1
20.80555555555556,0.75,Rain,2
21.45555555555556,0.72,Rain,3
21.47777777777777,0.69,Rain,4
20.372222222222224,0.75,No Rain,5
19.88333333333334,0.79,No Rain,6
20.90555555555555,0.74,No Rain,7
20.89444444444445,0.75,No Rain,8
22.066666666666663,0.69,Rain,9
22.11111111111111,0.73,No Rain,10
22.71111111111111,0.66,Rain,11
22.53333333333333,0.72,No Rain,12
23.688888888888886,0.63,Rain,13
23.56666666666667,0.67,No Rain,14
22.694444444444443,0.66,No Rain,15
24.855555555555554,0.58,No Rain,16
25.60555555555556,0.52,No Rain,17
24.83333333333333,0.55,No Rain,18
23.62777777777778,0.62,Rain,19
21.172222222222224,0.68,Rain,20
18.86111111111111,0.72,Rain,21
18.28333333333333,0.58,No Rain,22
17.188888888888886,0.56,No Rain,23
14.994444444444447,0.63,Rain,0
15.877777777777776,0.62,Rain,1
14.755555555555556,0.68,No Rain,2
13.216666666666663,0.72,Rain,3
12.683333333333332,0.74,Rain,4
11.688888888888888,0.8,No Rain,5
10.905555555555557,0.81,Rain,6
12.044444444444444,0.81,Rain,7
15.488888888888887,0.65,No Rain,8
17.59444444444445,0.53,Rain,9
19.838888888888885,0.45,Rain,10
20.78888888888889,0.41,No Rain,11
22.08333333333333,0.35,No Rain,12
22.70555555555556,0.32,Rain,13
23.666666666666664,0.29,No Rain,14
23.86111111111111,0.24,Rain,15
23.883333333333333,0.24,No Rain,16
23.972222222222225,0.24,No Rain,17
22.800000000000004,0.26,No Rain,18
20.016666666666666,0.29,No Rain,19
17.427777777777777,0.37,Rain,20
15.977777777777776,0.45,Rain,21
14.822222222222225,0.49,No Rain,22
13.705555555555556,0.57,Rain,23
12.13888888888889,0.62,No Rain,0
12.216666666666669,0.65,Rain,1
11.894444444444442,0.64,No Rain,2
10.644444444444442,0.67,No Rain,3
10.038888888888888,0.69,No Rain,4
10.838888888888889,0.7,Rain,5
9.966666666666663,0.78,Rain,6
13.65,0.68,No Rain,7
17.22222222222222,0.58,Rain,8
21.0,0.47,Rain,9
24.75,0.34,No Rain,10
25.85,0.34,Rain,11
27.127777777777776,0.34,Rain,12
27.68333333333333,0.33,Rain,13
28.649999999999995,0.31,No Rain,14
28.838888888888885,0.31,No Rain,15
28.86111111111111,0.31,No Rain,16
27.82777777777778,0.33,Rain,17
27.17222222222222,0.34,Rain,18
23.905555555555555,0.38,Rain,19
21.21111111111112,0.47,No Rain,20
17.805555555555557,0.57,No Rain,21
17.68888888888889,0.64,No Rain,22
17.188888888888886,0.64,Rain,23
15.933333333333334,0.66,No Rain,0
14.383333333333333,0.7,Rain,1
14.733333333333336,0.73,No Rain,2
14.216666666666669,0.78,Rain,3
13.199999999999998,0.78,No Rain,4
12.13888888888889,0.81,No Rain,5
12.22222222222222,0.86,No Rain,6
15.88888888888889,0.69,No Rain,7
18.73333333333333,0.63,No Rain,8
22.61666666666666,0.49,Rain,9
24.88333333333334,0.42,Rain,10
26.088888888888885,0.36,No Rain,11
27.194444444444443,0.37,Rain,12
27.75,0.35,Rain,13
28.70555555555556,0.32,No Rain,14
28.838888888888885,0.29,Rain,15
28.838888888888885,0.27,Rain,16
28.766666666666666,0.27,No Rain,17
27.72777777777777,0.28,No Rain,18
23.883333333333333,0.37,No Rain,19
22.05,0.41,No Rain,20
20.86111111111111,0.44,Rain,21
20.766666666666666,0.46,No Rain,22
20.700000000000003,0.46,No Rain,23
2.105555555555555,0.82,No Rain,0
1.5499999999999996,0.82,No Rain,1
0.6611111111111099,0.88,No Rain,2
0.5111111111111121,0.85,No Rain,3
0.5333333333333338,0.85,Rain,4
1.183333333333335,0.82,No Rain,5
1.0388888888888874,0.82,Rain,6
0.0722222222222236,0.91,No Rain,7
0.2722222222222233,0.97,Rain,8
2.7111111111111126,0.81,Rain,9
2.7999999999999994,0.75,No Rain,10
4.800000000000001,0.65,No Rain,11
6.038888888888888,0.64,Rain,12
7.15,0.64,Rain,13
7.66111111111111,0.52,No Rain,14
8.77222222222222,0.49,No Rain,15
8.794444444444444,0.44,No Rain,16
8.766666666666667,0.48,Rain,17
7.755555555555556,0.49,Rain,18
6.038888888888888,0.6,No Rain,19
5.088888888888887,0.73,Rain,20
4.883333333333333,0.7,No Rain,21
4.749999999999998,0.68,No Rain,22
4.144444444444445,0.85,Rain,23
8.28888888888889,0.96,Rain,0
7.733333333333334,0.96,No Rain,1
7.322222222222223,0.96,No Rain,2
7.177777777777779,0.96,Rain,3
6.666666666666667,1.0,Rain,4
6.77777777777778,0.99,Rain,5
7.244444444444444,1.0,No Rain,6
7.827777777777779,0.99,No Rain,7
8.844444444444445,0.93,Rain,8
8.983333333333334,0.99,Rain,9
10.116666666666667,0.92,No Rain,10
12.516666666666667,0.82,No Rain,11
13.905555555555557,0.66,No Rain,12
14.97777777777778,0.61,Rain,13
15.755555555555556,0.59,Rain,14
16.133333333333333,0.55,No Rain,15
17.061111111111114,0.48,No Rain,16
15.833333333333334,0.49,Rain,17
15.92222222222222,0.53,No Rain,18
12.127777777777776,0.66,Rain,19
10.272222222222224,0.74,Rain,20
8.905555555555557,0.83,No Rain,21
8.305555555555557,0.81,No Rain,22
7.527777777777776,0.89,No Rain,23
6.694444444444443,0.93,Rain,0
6.038888888888888,0.89,No Rain,1
5.905555555555557,0.93,Rain,2
5.4944444444444445,0.93,No Rain,3
5.011111111111113,0.95,Rain,4
4.183333333333334,0.98,Rain,5
3.777777777777776,0.92,Rain,6
4.988888888888887,0.99,Rain,7
8.788888888888888,0.89,No Rain,8
12.711111111111112,0.72,Rain,9
14.97777777777778,0.55,No Rain,10
15.938888888888888,0.51,No Rain,11
16.183333333333334,0.48,No Rain,12
17.266666666666666,0.43,No Rain,13
17.68333333333333,0.45,No Rain,14
17.82777777777778,0.45,Rain,15
17.82777777777778,0.45,Rain,16
17.26111111111111,0.47,Rain,17
17.266666666666666,0.47,No Rain,18
15.016666666666667,0.6,Rain,19
13.883333333333336,0.64,No Rain,20
12.2,0.74,No Rain,21
11.6,0.74,No Rain,22
10.56666666666667,0.77,Rain,23
10.994444444444444,0.7,Rain,0
9.927777777777775,0.75,Rain,1
9.43333333333333,0.78,Rain,2
8.399999999999999,0.85,No Rain,3
8.427777777777779,0.86,No Rain,4
7.916666666666667,0.89,Rain,5
7.872222222222224,0.89,No Rain,6
8.955555555555556,0.89,Rain,7
9.266666666666667,0.91,Rain,8
10.211111111111112,0.91,Rain,9
13.016666666666667,0.81,No Rain,10
16.13888888888889,0.65,Rain,11
17.17777777777778,0.62,Rain,12
17.89444444444444,0.64,No Rain,13
19.14444444444444,0.6,No Rain,14
19.994444444444444,0.52,No Rain,15
19.922222222222224,0.57,Rain,16
20.566666666666663,0.47,Rain,17
17.744444444444444,0.73,No Rain,18
17.166666666666668,0.72,No Rain,19
16.116666666666664,0.76,Rain,20
14.927777777777775,0.78,Rain,21
12.755555555555556,0.86,Rain,22
13.294444444444444,0.9,No Rain,23
13.58888888888889,0.87,Rain,0
12.47777777777778,0.93,Rain,1
10.61111111111111,0.93,Rain,2
9.355555555555558,0.96,Rain,3
9.355555555555558,0.96,No Rain,4
8.194444444444445,0.99,Rain,5
8.866666666666667,1.0,No Rain,6
8.800000000000002,1.0,Rain,7
10.033333333333337,0.93,No Rain,8
11.22777777777778,0.92,No Rain,9
13.91111111111111,0.76,Rain,10
15.844444444444449,0.61,No Rain,11
17.22222222222222,0.48,Rain,12
17.755555555555556,0.46,Rain,13
17.705555555555556,0.48,Rain,14
18.79444444444444,0.43,Rain,15
17.77777777777778,0.37,No Rain,16
17.77777777777778,0.39,Rain,17
17.755555555555556,0.35,Rain,18
16.038888888888888,0.44,No Rain,19
12.455555555555556,0.59,Rain,20
9.97777777777778,0.71,Rain,21
10.35,0.69,Rain,22
8.194444444444445,0.77,Rain,23
8.155555555555557,0.75,Rain,0
7.066666666666666,0.8,No Rain,1
7.272222222222224,0.79,Rain,2
7.000000000000001,0.8,Rain,3
6.466666666666667,0.8,No Rain,4
6.127777777777778,0.86,Rain,5
5.866666666666668,0.87,No Rain,6
7.5166666666666675,0.84,Rain,7
11.655555555555551,0.68,Rain,8
13.894444444444442,0.58,Rain,9
16.06666666666667,0.48,Rain,10
17.08888888888889,0.41,No Rain,11
17.77777777777778,0.37,Rain,12
17.727777777777774,0.35,No Rain,13
17.644444444444442,0.36,No Rain,14
17.31111111111111,0.36,No Rain,15
17.800000000000004,0.34,No Rain,16
17.26111111111111,0.37,No Rain,17
16.20555555555556,0.4,Rain,18
15.016666666666667,0.42,No Rain,19
12.938888888888888,0.52,No Rain,20
11.155555555555557,0.6,Rain,21
8.894444444444442,0.7,Rain,22
9.105555555555556,0.71,Rain,23
7.066666666666666,0.83,Rain,0
6.461111111111112,0.89,No Rain,1
5.872222222222223,0.89,Rain,2
5.305555555555554,0.96,No Rain,3
5.811111111111112,0.89,No Rain,4
4.849999999999998,0.93,Rain,5
3.683333333333335,0.93,Rain,6
6.861111111111112,0.87,No Rain,7
9.67777777777778,0.73,No Rain,8
11.133333333333333,0.66,Rain,9
12.82222222222222,0.55,Rain,10
13.883333333333336,0.51,Rain,11
15.994444444444444,0.44,No Rain,12
17.061111111111114,0.44,Rain,13
16.077777777777776,0.37,Rain,14
17.127777777777776,0.34,Rain,15
17.17222222222222,0.31,Rain,16
16.133333333333333,0.34,Rain,17
16.083333333333332,0.39,No Rain,18
13.861111111111112,0.46,No Rain,19
11.288888888888888,0.54,No Rain,20
10.905555555555557,0.61,No Rain,21
10.16111111111111,0.64,Rain,22
7.73888888888889,0.77,Rain,23
6.500000000000002,0.82,No Rain,0
5.38888888888889,0.86,Rain,1
5.022222222222222,0.85,No Rain,2
4.305555555555555,0.89,Rain,3
4.794444444444446,0.89,Rain,4
3.916666666666665,0.9,Rain,5
4.755555555555556,0.93,No Rain,6
7.466666666666665,0.83,No Rain,7
10.65,0.68,No Rain,8
12.711111111111112,0.59,No Rain,9
15.0,0.51,No Rain,10
16.06666666666667,0.45,Rain,11
17.77777777777778,0.43,Rain,12
17.82222222222222,0.36,Rain,13
18.766666666666666,0.36,No Rain,14
18.911111111111115,0.34,Rain,15
18.93333333333333,0.33,Rain,16
18.84444444444445,0.33,Rain,17
17.84444444444445,0.39,Rain,18
16.227777777777778,0.43,Rain,19
13.133333333333333,0.55,No Rain,20
12.105555555555554,0.65,Rain,21
10.92777777777778,0.69,Rain,22
9.405555555555557,0.75,Rain,23
7.616666666666668,0.86,Rain,0
7.133333333333336,0.88,Rain,1
6.311111111111111,0.91,No Rain,2
6.488888888888889,0.89,Rain,3
6.394444444444443,0.86,No Rain,4
5.088888888888887,0.89,No Rain,5
3.75,0.92,No Rain,6
8.483333333333336,0.84,Rain,7
12.349999999999998,0.73,No Rain,8
15.094444444444449,0.54,No Rain,9
17.266666666666666,0.51,Rain,10
18.75555555555556,0.42,Rain,11
18.93333333333333,0.37,No Rain,12
20.022222222222226,0.36,No Rain,13
21.0,0.29,No Rain,14
21.13333333333334,0.31,Rain,15
22.17222222222222,0.29,Rain,16
21.05,0.3,No Rain,17
20.016666666666666,0.35,No Rain,18
18.883333333333333,0.37,No Rain,19
17.066666666666666,0.4,No Rain,20
12.82222222222222,0.55,No Rain,21
12.611111111111112,0.58,No Rain,22
10.216666666666669,0.72,Rain,23
9.305555555555555,0.77,No Rain,0
8.28888888888889,0.88,Rain,1
6.461111111111112,0.87,No Rain,2
6.644444444444445,0.92,Rain,3
7.105555555555555,0.92,No Rain,4
6.133333333333333,0.95,No Rain,5
5.927777777777779,0.99,No Rain,6
9.733333333333336,0.83,No Rain,7
14.377777777777778,0.66,Rain,8
17.68888888888889,0.46,Rain,9
18.911111111111115,0.4,No Rain,10
20.78888888888889,0.36,Rain,11
22.2,0.3,Rain,12
22.22222222222222,0.32,No Rain,13
22.2,0.28,Rain,14
22.77777777777778,0.26,Rain,15
22.800000000000004,0.29,No Rain,16
22.59444444444445,0.28,Rain,17
22.194444444444443,0.3,No Rain,18
21.08333333333333,0.32,No Rain,19
16.333333333333332,0.53,No Rain,20
13.866666666666667,0.66,Rain,21
14.261111111111113,0.6,No Rain,22
12.127777777777776,0.72,No Rain,23
10.511111111111113,0.76,Rain,0
11.877777777777778,0.69,Rain,1
10.9,0.72,Rain,2
9.67777777777778,0.77,Rain,3
8.58888888888889,0.78,No Rain,4
8.15,0.77,Rain,5
7.527777777777776,0.77,Rain,6
10.844444444444449,0.67,No Rain,7
12.538888888888888,0.62,No Rain,8
16.038888888888888,0.49,No Rain,9
16.783333333333335,0.48,Rain,10
18.944444444444443,0.37,No Rain,11
20.11666666666666,0.35,Rain,12
21.17777777777778,0.31,Rain,13
22.133333333333336,0.28,Rain,14
22.266666666666666,0.27,Rain,15
22.266666666666666,0.28,Rain,16
22.15,0.27,Rain,17
21.15555555555555,0.29,No Rain,18
17.872222222222224,0.37,Rain,19
16.244444444444447,0.4,No Rain,20
12.85,0.55,Rain,21
11.666666666666666,0.61,No Rain,22
11.433333333333332,0.66,No Rain,23
4.13888888888889,0.88,Rain,0
2.472222222222224,0.92,No Rain,1
2.488888888888887,0.92,No Rain,2
2.616666666666667,0.89,No Rain,3
1.5499999999999996,0.96,Rain,4
1.6944444444444429,0.92,No Rain,5
1.6666666666666667,0.95,Rain,6
2.7333333333333343,0.88,No Rain,7
2.76111111111111,0.95,Rain,8
3.7944444444444434,0.88,Rain,9
4.8388888888888895,0.86,Rain,10
5.82222222222222,0.82,Rain,11
7.016666666666668,0.79,Rain,12
7.616666666666668,0.76,No Rain,13
7.222222222222222,0.8,No Rain,14
7.083333333333333,0.86,Rain,15
7.083333333333333,0.93,Rain,16
7.138888888888889,0.99,No Rain,17
7.105555555555555,1.0,Rain,18
7.638888888888889,1.0,No Rain,19
7.722222222222222,0.99,Rain,20
7.66111111111111,1.0,No Rain,21
8.172222222222224,1.0,No Rain,22
7.750000000000002,1.0,Rain,23
10.394444444444446,0.71,No Rain,0
8.244444444444447,0.85,Rain,1
7.833333333333333,0.87,Rain,2
8.616666666666665,0.8,Rain,3
7.044444444444444,0.86,Rain,4
5.82222222222222,0.85,Rain,5
4.933333333333335,0.99,Rain,6
8.761111111111113,0.83,Rain,7
13.666666666666666,0.65,Rain,8
17.511111111111113,0.54,Rain,9
20.75,0.38,No Rain,10
21.76666666666667,0.37,Rain,11
22.2,0.38,Rain,12
22.77777777777778,0.38,Rain,13
22.78333333333333,0.37,No Rain,14
22.82222222222222,0.4,Rain,15
22.82222222222222,0.4,Rain,16
22.27777777777777,0.41,Rain,17
22.194444444444443,0.45,No Rain,18
20.016666666666666,0.48,No Rain,19
17.45555555555556,0.55,Rain,20
16.116666666666664,0.66,Rain,21
14.427777777777775,0.68,Rain,22
14.916666666666666,0.68,No Rain,23
14.883333333333333,0.67,No Rain,0
14.349999999999998,0.67,Rain,1
13.050000000000002,0.7,Rain,2
12.705555555555556,0.72,Rain,3
11.644444444444446,0.74,Rain,4
10.305555555555554,0.79,Rain,5
8.866666666666667,0.88,No Rain,6
10.999999999999998,0.77,No Rain,7
12.588888888888889,0.73,Rain,8
14.97777777777778,0.62,Rain,9
17.200000000000003,0.54,Rain,10
18.73333333333333,0.52,No Rain,11
19.97222222222222,0.49,Rain,12
21.08333333333333,0.46,No Rain,13
22.57222222222222,0.39,Rain,14
22.72777777777777,0.38,No Rain,15
23.83888888888889,0.36,Rain,16
22.75555555555555,0.37,No Rain,17
22.15,0.39,No Rain,18
19.90555555555555,0.53,No Rain,19
17.299999999999997,0.6,No Rain,20
14.927777777777775,0.71,Rain,21
14.883333333333333,0.69,No Rain,22
15.13888888888889,0.67,Rain,23
12.77777777777778,0.73,No Rain,0
11.688888888888888,0.76,No Rain,1
11.627777777777778,0.77,No Rain,2
10.988888888888887,0.74,No Rain,3
9.43333333333333,0.8,Rain,4
9.466666666666663,0.78,Rain,5
7.866666666666664,0.88,Rain,6
10.994444444444444,0.79,Rain,7
14.416666666666666,0.69,Rain,8
16.016666666666666,0.62,Rain,9
17.755555555555556,0.6,Rain,10
19.73333333333333,0.51,Rain,11
21.11111111111111,0.46,No Rain,12
22.17222222222222,0.43,No Rain,13
22.666666666666668,0.39,Rain,14
23.86111111111111,0.36,No Rain,15
23.86111111111111,0.36,No Rain,16
23.666666666666664,0.35,Rain,17
22.2,0.39,No Rain,18
19.866666666666667,0.53,No Rain,19
17.13888888888889,0.64,Rain,20
14.055555555555554,0.82,No Rain,21
13.916666666666664,0.77,Rain,22
14.788888888888888,0.76,No Rain,23
14.17222222222222,0.76,Rain,0
13.638888888888888,0.78,Rain,1
12.677777777777775,0.81,No Rain,2
12.666666666666664,0.8,No Rain,3
12.03888888888889,0.78,No Rain,4
12.116666666666667,0.82,No Rain,5
12.083333333333334,0.81,Rain,6
12.68888888888889,0.9,No Rain,7
15.833333333333334,0.75,Rain,8
17.644444444444442,0.65,Rain,9
18.82222222222222,0.56,Rain,10
19.75555555555556,0.54,Rain,11
21.116666666666667,0.46,Rain,12
22.15555555555555,0.39,Rain,13
22.022222222222226,0.39,Rain,14
22.77777777777778,0.37,Rain,15
22.800000000000004,0.29,No Rain,16
22.61666666666666,0.32,No Rain,17
22.70555555555556,0.32,No Rain,18
21.03888888888889,0.35,Rain,19
17.994444444444444,0.43,No Rain,20
16.072222222222223,0.52,Rain,21
14.405555555555557,0.63,Rain,22
13.011111111111113,0.67,No Rain,23
11.705555555555556,0.76,No Rain,0
11.127777777777778,0.73,Rain,1
10.761111111111113,0.75,No Rain,2
10.477777777777778,0.77,Rain,3
9.9,0.77,No Rain,4
9.544444444444444,0.77,No Rain,5
8.81111111111111,0.83,No Rain,6
11.033333333333331,0.8,Rain,7
16.733333333333334,0.55,Rain,8
19.81666666666667,0.44,Rain,9
22.10555555555556,0.34,No Rain,10
22.59444444444445,0.29,Rain,11
24.838888888888885,0.3,No Rain,12
23.88888888888889,0.27,No Rain,13
24.63888888888889,0.29,No Rain,14
25.0,0.28,Rain,15
26.03888888888889,0.24,Rain,16
24.8,0.27,No Rain,17
24.95,0.3,Rain,18
22.75555555555555,0.34,No Rain,19
18.316666666666663,0.48,No Rain,20
16.08888888888889,0.61,Rain,21
15.933333333333334,0.65,Rain,22
14.31111111111111,0.71,Rain,23
13.616666666666664,0.75,Rain,0
11.533333333333331,0.8,Rain,1
12.7,0.8,Rain,2
11.416666666666664,0.83,No Rain,3
9.844444444444443,0.86,No Rain,4
8.705555555555556,0.91,Rain,5
8.777777777777777,0.95,No Rain,6
12.533333333333337,0.83,Rain,7
16.983333333333334,0.6,Rain,8
21.11111111111111,0.52,Rain,9
22.75555555555555,0.38,Rain,10
24.7,0.32,No Rain,11
26.11111111111111,0.3,Rain,12
27.17222222222222,0.26,Rain,13
27.29444444444444,0.27,Rain,14
27.70555555555556,0.26,No Rain,15
27.194444444444443,0.24,Rain,16
26.90555555555556,0.26,No Rain,17
27.10555555555556,0.27,Rain,18
24.87777777777778,0.32,Rain,19
20.37777777777778,0.42,Rain,20
17.22222222222222,0.52,Rain,21
16.561111111111114,0.55,Rain,22
14.25,0.66,Rain,23
13.755555555555553,0.69,Rain,0
12.13888888888889,0.74,No Rain,1
11.905555555555557,0.78,No Rain,2
11.022222222222224,0.89,Rain,3
9.911111111111111,0.89,Rain,4
10.0,0.87,Rain,5
9.888888888888888,0.86,No Rain,6
13.68888888888889,0.83,Rain,7
17.566666666666666,0.65,Rain,8
21.13888888888889,0.52,No Rain,9
22.85,0.5,Rain,10
24.97777777777777,0.33,Rain,11
27.22222222222222,0.31,Rain,12
27.266666666666666,0.33,No Rain,13
27.399999999999995,0.32,No Rain,14
27.916666666666668,0.32,No Rain,15
27.89444444444444,0.32,No Rain,16
27.800000000000004,0.34,No Rain,17
27.266666666666666,0.38,Rain,18
24.02777777777778,0.47,Rain,19
22.40555555555555,0.51,No Rain,20
19.938888888888886,0.6,No Rain,21
19.21666666666667,0.59,No Rain,22
18.277777777777786,0.63,Rain,23
16.95,0.68,No Rain,0
15.977777777777776,0.67,No Rain,1
15.466666666666669,0.67,Rain,2
13.900000000000002,0.76,Rain,3
14.97222222222222,0.71,Rain,4
14.849999999999998,0.67,Rain,5
12.794444444444444,0.82,Rain,6
14.966666666666663,0.82,No Rain,7
18.75,0.64,No Rain,8
22.17777777777778,0.49,Rain,9
23.88888888888889,0.45,No Rain,10
25.794444444444448,0.35,No Rain,11
26.088888888888885,0.34,Rain,12
27.133333333333336,0.29,Rain,13
27.127777777777776,0.31,Rain,14
27.266666666666666,0.26,Rain,15
27.73333333333333,0.27,No Rain,16
27.655555555555555,0.27,Rain,17
26.06111111111111,0.31,Rain,18
23.911111111111115,0.4,Rain,19
20.47777777777777,0.46,No Rain,20
17.88888888888889,0.56,No Rain,21
17.89444444444444,0.58,No Rain,22
17.82222222222222,0.59,Rain,23
17.09444444444445,0.65,No Rain,0
15.56111111111111,0.72,No Rain,1
14.855555555555558,0.79,No Rain,2
15.02777777777778,0.79,Rain,3
14.466666666666663,0.92,Rain,4
14.88888888888889,0.9,No Rain,5
14.883333333333333,0.93,Rain,6
16.022222222222226,0.81,Rain,7
18.744444444444444,0.68,Rain,8
22.08333333333333,0.5,Rain,9
23.7,0.41,Rain,10
23.75,0.41,Rain,11
24.95,0.39,No Rain,12
25.97222222222222,0.34,No Rain,13
26.622222222222224,0.35,No Rain,14
25.06666666666667,0.36,No Rain,15
26.06111111111111,0.34,Rain,16
26.00555555555556,0.35,Rain,17
26.06111111111111,0.34,Rain,18
23.86111111111111,0.41,Rain,19
20.416666666666668,0.54,Rain,20
18.79444444444444,0.61,Rain,21
17.066666666666666,0.68,Rain,22
16.216666666666665,0.8,Rain,23
15.4,0.81,No Rain,0
